Company,Description,Experience,Salary,Title
Sciente Consulting Pte. Ltd,"Job Description : One of the market leaders in the financial sector is seeking an established IT Auditor to head their department in planning, organizing and executing IT audits to improve their IT control environment. Mandatory Skill(s) * Bache Skills : Head , It Audit , Data Analytics",8-11 Years,Not Specified,"Head, IT Audit"
Leap29 Singapore Pte Ltd,"Hiring for Senior Data Engineer Skills : Senior Data Engineer , Information Security principles , Teradata , Python , Scala , Sql , Java , Spark , Hadoop",5-8 Years,Not Specified,"Senior Data Engineer - Singapore, Singapore"
Sciente Consulting Pte. Ltd,"Skills : Change Analyst , Compliance , Data Governance , Data Management Posted: 2 months ago",Not Specified,Change Analyst (Data Governance),Change Analyst (Data Governance)
Manpower Staffing Services (S) Pte Ltd,"Job Description : * Provide advice on general corporate, regulatory, administrative, legal and trade compliance matters to Singapore & Malaysia management and personnel. * Provide advice on all contracts, especially customer and supplier contra Posted: 20 hours ago",6-8 Years,"90,000-108,000 SGD",Legal & Trade Compliance Manager (Inhouse/East/MNC) up to $9K
Company Name Confidential,Our client is an established organization within the Banking & Financial Services domain. They are seeking for an experienced Calypso engineer for the Back Office. Skills : Calypso,3-10 Years,Not Specified,Calypso Specialist
Recruit Express Pte. Ltd,"Job Description : Jobs Responsibilities * Handle all Accounts Payable functions * Process manual and electronic payment for claims, commission, RI settlement, expenses and etc. include inputting system entries * Cheque printing * Cancel Skills : Accounting / Auditing / Tax",2-3 Years,Not Specified,"PERM Accounts Payable AP Executive, Financial Institution (Up to $4,200)"
Talent Trader Group Pte Ltd,"Network Operation Engineer (Data Center) Skills : Network Operation Engineer , Design , planning , Troubleshooting , Data Center , Wireless Networking",2-5 Years,Not Specified,Network Operation Engineer (Data Center)
Sciente Consulting Pte. Ltd,"Job Description : A leading financial organization is seeking a dynamic individual with strong techno functional background to manage credit risk system of the firm as Business and Data Analyst. Mandatory Skill(s) * Degree in Banking, Commerce o Posted: a month ago",2-5 Years,Not Specified,Business and Data Analyst (Credit Risk)
Sciente Consulting Pte. Ltd,"Job Description : An excellent opportunity to deepen skills in customeranalytics using SAS in banking industry. Mandatory Skill(s) * Degree in Analytics, Mathematics, Statistics, Computing or its equivalent; * 3 – 5 years of experience inproc Skills : SAS Analyst , statistical software suite , Data Analytics , Sas Enterprise Guide , Sql , Predictive Modelling",3-5 Years,Not Specified,SAS Analyst
Recruit Express Pte. Ltd,Skills : Healthcare - Pharmaceutical / Life Science / Medical Device / Clinical Research / Regulatory Affairs Posted: 2 days ago,Not Specified,Job Description : * Assist in visitors’ registration and data entry of visitors’ information and particulars. * Issue declaration forms to visitors * Temperature screening REQUIREMENTS * Min GCE A Levels/Diploma in any discipline,Temperature Screener (HEALTHCARE) - OFFICE HOURS
Recruit Express Pte. Ltd,"Job Description : Job Responsibilities: * Provide general administrative, clerical day to day support to the International Biz Development department * Maintain accurate database and records by performing timely data entry * Responsible fo Skills : Administrative Support / Secretarial , Others",5-8 Years,Not Specified,Admin Executive (Business Development) / $3200 - $3600/ Central
Jobline Resources Pte Ltd,"Responsibilities * Experience in IT implementation and/or operations on supporting virtualization infrastructure in Data Center environment * Proficient in leading integrated process teams, as well as coordinating and communicating customer req Skills : Lead/Virtualisation Infrastructure Consultant",5-8 Years,Not Specified,Lead/Virtualisation Infrastructure Consultant
Oracle Corporation Asia Pacific Division,"Job Description : Preferred Qualifications ABOUT ORACLE The digital age has unleashed limitless potential. Skyrocketing connections are forever transforming how we work, play and live. To thrive in this emerging world, businesses need to go beyond Skills : Oracle MySQL Development , DBMS architecture , Algorithms , Data Structures , C++",1-4 Years,Not Specified,Graduate Software Engineer - Oracle MySQL
DBS Bank Ltd,"Job Description : Business Function Risk Management Group (RMG) is responsible for the development and maintenance of risk management and internal control frameworks. We provide independent review and challenge to business to ensure that appropriate Skills : AVP , Business/Data Analyst Credit Risk , Risk Management Group",5-8 Years,Not Specified,"AVP, Business/Data Analyst – Credit Risk, Risk Management Group"
Sciente Consulting Pte. Ltd,"Job Description : Our client is an established organization within the Banking & Financial Services domain. They are seeking for a Technical Lead / Manager with proven track record in leading technical solutions. Be part of the digital transformati Skills : Technical Manager (CRM) , PEGA , Analytics , .NET , C# , Sql , Mvc , Java , Web Services , Microsoft Dynamics Crm",12-15 Years,Not Specified,Technical Manager (CRM)
Sciente Consulting Pte. Ltd,"Job Description : An excellent job opportunity combining your Project Management expertise and experience in Data Analytics awaits you. Mandatory Skill(s) * Degree in Computer Science, Engineering, Information Systems; * Has at least 8 years Skills : Analytic , Business Intelligence , Project Implementation , Vendor Management , project budgeting , Project Management",8-11 Years,Not Specified,Project Manager (Analytics)
SnapHunt Pte Ltd,Posted: 8 days ago APPLY,Not Specified,"Job Description : * Flexible working options * Be a part of a well-funded, high-growth startup * Excellent career development opportunities The Job You will be responsible for : * Developing scripts to process structured and unst",For our Startups - AI Engineer
Luxoft India Llp,"Our Customer is a Leading bank in Asia that provides a front to back integrated platform for straight through processing and risk management. Skills : ""Murex"" , ""Back Office""",3-13 Years,Not Specified,Murex Back Office Functional Business Analyst
Recruit Express Pte. Ltd,Skills : Accounting / Auditing / Tax Posted: 2 days ago,Not Specified,Job Description : * Data entry for invoices for major suppliers * Handle suppliers’ queries * Schedule and review payment vouchers prepared by assistants * Reconcile between suppliers’ statement of accounts to AP sub-l,1 year Contract Accounts Payable ($3500)
DBS Bank Ltd,"Job Description : Business Function Group Technology and Operations (T%26amp;O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality %26amp; control, technology, peop Skills : Vp , Senior Big Data Engineer , Group Consumer Banking and Big Data Analytics Technology , Technology and Operations",10-13 Years,Not Specified,"VP, Senior Big Data Engineer, Group Consumer Banking and Big Data Analytics Technology, Technology and Operations"
Recruit Express Pte. Ltd,Skills : Healthcare - Pharmaceutical / Life Science / Medical Device / Clinical Research / Regulatory Affairs Posted: 20 hours ago,Not Specified,Job Description : Job Description * To coordinate research studies * Facilitate high quality clinical trial execution with precise coordination among various local departments. * Establish electronic trial database and ensure delivery of t,Part Time Medical Technologist $18/hr Up
Wsh experts Pte Ltd,"Skills : Admin Support , data records , filing of documents , inventories , Preparation of resources , general admin duties Posted: 4 days ago",Not Specified,"Job Description : Job Roles & Responsibilities * Maintaining and updating of data records, filing of documents, inventories,etc. * Preparation of resources for the teaching of Science, CCE, English, Mathematics Departments and General Office",Admin Support(Science and CCE Department)-MOE School
